Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Marvell Photography,Seethammadara,No Reviews,Photo + Video,"32,000",per day,None,,,https://www.instagram.com/marvells_photography/?hl=en,https://www.facebook.com/pages/category/Local-Business/Marvell-photography-1511738819133318/,
Joseph's Photography,Asilmetta,No Reviews,Photo + Video,"71,000",per day,None,,,None,https://www.facebook.com/Josephs-Photography-Inc-145710208790598/,
Rock Photography,Visakhapatnam,No Reviews,Photo + Video,"40,000",per day,None,,,None,None,
Ritu's Photography,Seethammadara,No Reviews,Photo + Video,"40,000",per day,None,,,https://www.instagram.com/rituphotography/?hl=en,https://www.facebook.com/RitusPhotography/,
Pavan Kumar Photography,Kurmannapalem,No Reviews,Photo + Video,"1,50,000",per day,None,,,https://www.instagram.com/iampavankumarh/?hl=en,https://www.facebook.com/chayachitra.studio/,
Shutter Eye,Pedda Waltair,No Reviews,Photo + Video,"2,60,000",per day,None,,,None,https://www.facebook.com/demiyannanayakkara/,
Kiran Josyula,Madhurawada,No Reviews,Photo + Video,"1,00,000",per day,None,,,https://www.instagram.com/kiran.josyula/?hl=en,https://www.facebook.com/KiranJosyulaPhotography/,
Praveen's Photography,Gajuwaka,No Reviews,Photo + Video,"80,000",per day,None,,,https://www.instagram.com/praveenbhat/?hl=en,https://www.facebook.com/pages/category/Photographer/Praveens-Photography-2181987272048941/,
Rainbow Colour Lab & Studio,Gajuwaka,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/pages/category/Arts---Entertainment/Rainbow-Digital-Colour-Lab-1932946033415976/,
Photo Clix,Kurmannapalem,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/clix/?hl=en,https://www.facebook.com/pages/category/Photographer/Photo-clix-1560203697582767/,
Krishnaveni Digitals,Kailasapuram,No Reviews,Photo + Video,"1,10,000",per day,None,,,https://www.instagram.com/krishnavenidigital/?hl=en,https://www.facebook.com/rampvideoeditor/,
Colours Photography,Kancharapalem,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/colourzphotographykayiliad/,
Amma Images,Allipuram,No Reviews,Photo + Video,"32,000",per day,None,,,None,None,
Nivas Images,Gajuwaka,No Reviews,Photo + Video,"35,000",per day,None,,,None,https://www.facebook.com/nivas.images/,
Nagendra Photography,Seethammadara,No Reviews,Photo + Video,"75,000",per day,None,,,https://www.instagram.com/nagendrakonada/?hl=en,https://www.facebook.com/nagendraphotography/,
Shades Images,Gajuwaka,No Reviews,Photo + Video,"60,000",per day,None,,,None,None,
Nk Photography,Visakhapatnam,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/nk_photographer/?hl=en,https://www.facebook.com/NKPhotography.Official/,
Picture Perfect,Pedda Waltair,No Reviews,Photo + Video,"46,000",per day,None,,,None,None,
Kanithi Bharat Photography,Ram Nagar,No Reviews,Photo + Video,"80,000",per day,None,,,https://www.instagram.com/kanithi_bharat_photography/?hl=en,https://www.facebook.com/kanithibharatPhotography/,
Satish Photography Salur,Kancharapalem,No Reviews,Photo + Video,"38,000",per day,None,,,https://www.instagram.com/satishmukhi/?hl=en,https://www.facebook.com/satishmaripittisalur/,
Calorama Digital Studio,MVP Colony,No Reviews,Photo + Video,"34,000",per day,None,,,None,None,
Balu Images,Gajuwaka,No Reviews,Photo + Video,"35,000",per day,None,,,None,None,
MA Photography,Gajuwaka,No Reviews,Photo + Video,"35,000",per day,None,,,None,None,
Mohan Photographs,Dwaraka Nagar,No Reviews,Photo + Video,"35,000",per day,None,,,https://www.instagram.com/mohanshakti/?hl=en,https://www.facebook.com/Actor-Mohan-165798593480467/photos/,
4K Colours,Ram Nagar,No Reviews,Photo + Video,"70,000",per day,None,,,None,None,
Raj Photography,Gajuwaka,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/raj__photography/?hl=en,https://www.facebook.com/Rajphotography99/,
Mana Inti Kalyanam Photography,Visakhapatnam,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/mana_inty_tips/?hl=en,None,
Shankars zOOm,Dwaraka Nagar,No Reviews,Photo + Video,"64,000",per day,None,,,None,https://www.facebook.com/shankarszoom/,
Lambi Photography,Visakhapatnam,No Reviews,Photo + Video,"55,000",per day,None,,,None,https://www.facebook.com/pages/category/Photographer/Lambi-Chitra-Wedding-Photography-365931616898666/,
Amma Photography,Allipuram,No Reviews,Photo + Video,"40,000",per day,None,,,https://www.instagram.com/ammaweddingcreations/?hl=en,https://www.facebook.com/ammaweddingcreations/,
Krish Flicks,Visakhapatnam,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/krish_flicks/,None,
Nani Images Photography,Pedagantyada,No Reviews,Photo + Video,"34,000",per day,None,,,None,https://www.facebook.com/ActorNaniOfficial/photos,
Komali Digital Photostudio,Akkayyapalem,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/Komali-digital-photostudio-1468325243227316/photos/,
The GDay Photography,Gajuwaka,No Reviews,Photo + Video,"1,50,000",per day,None,,,https://www.instagram.com/g_day_photos/?hl=en,https://www.facebook.com/thegdayphotography/,
Jason Abishek,Ram Nagar,No Reviews,Photo + Video,"19,500",per day,None,,,https://www.instagram.com/jason__abi/,https://www.facebook.com/public/Jason-Abishek,
Sankar Images,Gajuwaka,No Reviews,Photo + Video,"33,000",per day,None,,,None,https://www.facebook.com/BholeynathJi/photos/,
Rahim Digital Studio,Madhurawada,No Reviews,Photo + Video,"42,000",per day,None,,,None,https://www.facebook.com/rahimmuhamet12345/?ref=nf&hc_ref=ARTohXkwupMc7b1z_dFMWgeDRRtcUhAoppAP9YMB0WoMOIU8UPNwN2_24fe25-NF-cA,
The Chiru's Photography,Gajuwaka,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/explore/locations/253603644832978/the-chirus-photography/?hl=en,https://www.facebook.com/The-chirus-photography-253603644832978/,
Kalpana Photo Studio,Allipuram,No Reviews,Photo + Video,"50,000",per day,None,,,None,https://www.facebook.com/pages/category/Photographer/Kalpana-Studio-384600511982981/,
S V Photography,Bheemili,No Reviews,Photo + Video,"29,000",per day,None,,,https://www.instagram.com/shiv24_photography/,https://www.facebook.com/sv43801/,
JD7s Photography,Kurmannapalem,No Reviews,Photo + Video,"40,000",per day,None,,,https://www.instagram.com/jd7s/?hl=en,https://www.facebook.com/pages/category/Apparel---Clothing/JD7s-Collections-100912918676108/,
Kalyani Studio,Visakhapatnam,No Reviews,Photo + Video,"35,000",per day,None,,,None,https://m.facebook.com/Kalyani-Studio-1737374826515682/,
Black N White Studio,Gajuwaka,No Reviews,Photo + Video,"52,000",per day,None,,,None,https://www.facebook.com/Blacknwhitestudio.rk/,
PixQ Photography,Maddilapalem,No Reviews,Photo + Video,"70,000",per day,None,,,https://www.instagram.com/pixqphotography/?hl=en,https://www.facebook.com/pixqphotography/,
Teja Image Studio & Colour Lab,Visakhapatnam,No Reviews,Photo + Video,"30,000",per day,None,,,https://www.instagram.com/anjaiahdandi/?hl=en,https://www.facebook.com/5dmark111/,
KC Photography,Madhurawada,No Reviews,Photo + Video,"1,90,000",per day,None,,,None,https://www.facebook.com/kc.Photographyyy/,
& Events And Photography,Visakhapatnam,No Reviews,Photo + Video,"45,000",per day,None,,,None,None,
CG Photography,Akkayyapalem,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/cgphotographyla/?hl=en,https://www.facebook.com/cgphotographylondon/,
Mani Studio,Dwaraka Nagar,No Reviews,Photo + Video,"42,500",per day,None,,,https://www.instagram.com/mani_studio_/?hl=en,https://www.facebook.com/Manistudiogudalur/,
Raju Digital Photo Studio,Kancharapalem,No Reviews,Photo + Video,"50,000",per day,None,,,None,https://www.facebook.com/pages/category/Arts---Entertainment/Raju-digital-photo-studio-491420237698830/,
Looks Photography,Visakhapatnam,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/pages/Looks-Photography/2304134666574823,
Pixel Photography Vizag,Akkayyapalem,No Reviews,Photo + Video,"77,000",per day,None,,,https://www.instagram.com/pixelphotographyvizag/,https://www.facebook.com/pages/category/Photographer/Pixel-photography-vizag-224260448213315/,
Kishorvag Photography,Visakhapatnam,No Reviews,Photo + Video,"45,000",per day,None,,,https://www.instagram.com/p/BZTmowHHYk_/?taken-at=502022871,https://www.facebook.com/pages/category/Visual-Arts/Kishorvag-photography-105539637527655/,
Delight Photography,Visakhapatnam,No Reviews,Photo + Video,"80,000",per day,None,,,https://www.instagram.com/delight.photography/?hl=en,https://www.facebook.com/parahudhongadi/,
Raju Images,Kailasapuram,No Reviews,Photo + Video,"50,000",per day,None,,,None,None,
Raju Digital Studio,Dwaraka Nagar,No Reviews,Photo + Video,"37,000",per day,None,,,None,https://www.facebook.com/pages/category/Arts---Entertainment/Raju-digital-photo-studio-491420237698830/,
Satish Kumar,Arilova,No Reviews,Photo + Video,"65,000",per day,None,,,None,None,
Venky's Fhotography,MVP Colony,No Reviews,Photo + Video,"29,000",per day,None,,,None,https://www.facebook.com/Venkysphotographystudios/,
Daniel Raj Photography,Marripalem,No Reviews,Photo + Video,"55,000",per day,None,,,https://www.instagram.com/daniel_raju/?hl=en,https://www.facebook.com/danielrajphotography/,
Udaykazama's Photography,Gajuwaka,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/KazamaPhotography/,
Sri Gayatri Digital Studio & Video,Maddilapalem,No Reviews,Photo + Video,"1,20,000",per day,None,,,None,https://www.facebook.com/gayatridigitalstudiosurat/,
William Richeards Photography,Visakhapatnam,No Reviews,Photo + Video,"65,000",per day,None,,,https://www.instagram.com/williamricheardsphotography/,https://www.facebook.com/williamricheardsphotography/,
ARK Media Wedding Stories,Seethammadara,No Reviews,Photo + Video,"1,10,000",per day,None,,,https://www.instagram.com/ark_media_weddingstories/,https://www.facebook.com/117342460065860/posts/vasu-hasithaark-media-wedding-storiesbooking-opendmcall-9059445404/212449303888508/,
Bhaskar Darlie,Seethammadara,No Reviews,Photo + Video,"45,000",per day,None,,,None,https://www.facebook.com/darliephotography/posts,
Snapyowl,Simhachalam,No Reviews,Photo + Video,"3,00,000",per day,None,,,https://www.instagram.com/snapyowl/,https://www.facebook.com/snapyowl/photos/?ref=page_internal,
Photographer Koilada Suresh,MVP Colony,No Reviews,Photo + Video,"50,000",per day,None,,,None,https://nl-nl.facebook.com/suresh.koilada.7?hc_ref=ARQ6PYbO8cUzRiuQ4ES40gPi4-8o2VuSPUt7dBKFSSO3PmO6yQt_wl0WnJ0dZK8xW1A&ref=nf_target,
Taj Photography,Dwaraka Nagar,No Reviews,Photo + Video,"90,000",per day,None,,,https://www.instagram.com/tajclicks/?hl=en,https://www.facebook.com/TajPhotography2804/,
Pratap Arun Photography,Kurmannapalem,No Reviews,Photo + Video,"65,000",per day,None,,,https://www.instagram.com/arunprathapphotography/?hl=en,https://www.facebook.com/PratapArunPediredla/,
Mahesh Ravala Photography,Visakhapatnam,No Reviews,Photo + Video,"75,000",per day,None,,,None,None,
Jaya Gopal Digital Fashion Studio,MVP Colony,No Reviews,Photo + Video,"50,000",per day,None,,,None,None,
Wedding Workz,Kurmannapalem,No Reviews,Photo + Video,"65,000",per day,None,,,https://www.instagram.com/weddingworkzz/,https://www.facebook.com/Weddingworkz/,
Sindhu Photography,Seethammadara,No Reviews,Photo + Video,"2,00,000",per day,None,,,https://www.instagram.com/sindhu__photography/?hl=en,https://www.facebook.com/Sindhucreativities/,
Venkat Images,Visakhapatnam,No Reviews,Photo + Video,"55,000",per day,None,,,None,None,
Hitech Images,Dwaraka Nagar,No Reviews,Photo + Video,"37,000",per day,None,,,None,https://www.facebook.com/hitechimages/,
Rajesh Meda Photography,Seethammadara,No Reviews,Photo + Video,"30,000",per day,None,,,https://www.instagram.com/ithnkimrajesh/?utm_source=ig_embed&ig_mid=54852A27-51A2-427A-B786-C3F07FEC2D3E&hl=en,https://www.facebook.com/rdmphotography07/posts,
Naidu Photo Studio,Visakhapatnam,No Reviews,Photo + Video,"40,000",per day,None,,,None,None,
Naresh Madiki Photography,Visakhapatnam,No Reviews,Photo + Video,"55,000",per day,None,,,None,https://www.facebook.com/NareshKMadiki/photos/,
Bharat Photography,Visakhapatnam,No Reviews,Photo + Video,"60,000",per day,None,,,https://www.instagram.com/bharatpawarphotography/?hl=en,https://www.facebook.com/studioxlncsikar/,
Vedika Photography,Seethammadara,No Reviews,Photo + Video,"32,500",per day,None,,,https://www.instagram.com/vedikapandit/?hl=en,https://www.facebook.com/pages/category/Photography-Videography/Vedika-photography-429786777199166/,
Framearts,Visakhapatnam,No Reviews,Photo + Video,"40,000",per day,None,,,None,https://www.facebook.com/onlinePantingStore,
Yk Photography,Gajuwaka,No Reviews,Photo + Video,"45,000",per day,None,,,https://www.instagram.com/yk/,https://www.facebook.com/yildizkphoto/,
Photo Den,Railway New Colony,No Reviews,Photo + Video,"75,000",per day,None,,,None,https://www.facebook.com/photoden/,
Frame Art Photography,Pedda Waltair,No Reviews,Photo + Video,"75,000",per day,None,,,None,https://www.facebook.com/frameart0047/,
V Creations Studio,Asilmetta,No Reviews,Photo + Video,"70,000",per day,None,,,https://www.instagram.com/v_creation_studio/?hl=en,https://www.facebook.com/vcreationsdesignstudio/,
Sravani Studio,Visakhapatnam,No Reviews,Photo + Video,"35,000",per day,None,,,None,https://www.facebook.com/pages/category/Photography-Videography/Sravani-Photo-Studio-1315470998543713/,
Sai Teja Photography,Seethammadara,No Reviews,Photo + Video,"50,000",per day,None,,,None,https://www.facebook.com/Saitejaphotographs/,
Pixelhugs Studio,Visakhapatnam,No Reviews,Photo + Video,"45,000",per day,None,,,None,None,
Pixel Arc Photography,Madhavadhara,No Reviews,Photo + Video,"31,000",per day,None,,,None,https://www.facebook.com/Pixelarcphotography/,
Kumar Videos,Dwaraka Nagar,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/jitendrak1/?hl=en,None,
Jash Creations Vizag,Ram Nagar,No Reviews,Photo + Video,"45,000",per day,None,,,None,https://www.facebook.com/sdsjashcreations/,
RK Photography,Kurmannapalem,No Reviews,Photo + Video,"1,20,000",per day,None,,,None,https://www.facebook.com/rkstudioranip/,
MM Photography,Maddilapalem,No Reviews,Photo + Video,"33,000",per day,None,,,https://www.instagram.com/mm___photography__/?hl=en,https://www.facebook.com/mmPhotoStores/,
Macon Digital World,Visakhapatnam,No Reviews,Photo + Video,"55,000",per day,None,,,None,None,
PG Mahesh Creation's,Kancharapalem,No Reviews,Photo + Video,"32,000",per day,None,,,None,https://www.facebook.com/PG-Mahesh-Creations-658428204547328/?ref=py_c,
Varahala Murthy Photography,0.5,Dwaraka Nagar,1 review,Photo + Video,"35,000",per day,,,None,https://www.facebook.com/varahala.murthy.3,
Pratha Vatsav Photography,Endada,No Reviews,Photo + Video,"57,000",per day,None,,,None,https://www.facebook.com/prathavatsav.photography/,
ImpressG Weddings,Pandurangapuram,No Reviews,Photo + Video,"70,000",per day,None,,,None,None,
"S S Studios, MVP",MVP Colony,No Reviews,Photo + Video,"30,000",per day,None,,,None,None,
Siva Durga Digitals Photo And Videos,Visakhapatnam,No Reviews,Photo + Video,"35,000",per day,None,,,None,None,
Muhurth Wedding Photography,Dwaraka Nagar,No Reviews,Photo + Video,"1,50,000",per day,None,,,None,https://www.facebook.com/MuhurtaWeddings/,
Shivaji Photography,Visakhapatnam,No Reviews,Photo + Video,"45,000",per day,None,,,None,None,
Chanukya Sanju Photography,Allipuram,No Reviews,Photo + Video,"1,50,000",per day,None,,,None,https://www.facebook.com/Chanukyasanjuphotography/photos/,
Timeline Photography,MVP Colony,No Reviews,Photo + Video,"1,00,000",per day,None,,,None,None,
Prince Creations,Seethammadara,No Reviews,Photo + Video,"1,50,000",per day,None,,,None,https://www.facebook.com/pages/category/Art/Prince-Creations-403902123398921/,
Devesh Color Lab & Photo Studio,Allipuram,No Reviews,Photo + Video,"32,500",per day,None,,,None,None,
